time,speed,steering,x_angle,y_angle,z_angle,imu_yaw_rate
1746616074.2712255,1.3167999982833862,-0.5235999822616577,0.0053,-0.0065,0.181,-1.8768
1746616074.2713099,1.3167999982833862,-0.5235999822616577,0.0072,-0.0072,0.232,-2.2877
1746616074.3230875,1.5628000497817993,-0.5235999822616577,0.0072,-0.0072,0.232,-2.2877
1746616074.323137,1.5628000497817993,-0.5235999822616577,0.0072,-0.0072,0.232,-2.2877
1746616074.3233025,1.5628000497817993,-0.5235999822616577,0.0096,-0.0086,0.2948,-2.7061
1746616074.379091,1.5628000497817993,-0.5235999822616577,0.0096,-0.0086,0.2948,-2.7061
1746616074.3792193,1.7962000370025635,-0.5235999822616577,0.0096,-0.0086,0.2948,-2.7061
1746616074.379311,1.7962000370025635,-0.5235999822616577,0.0122,-0.0107,0.3633,-3.092
1746616074.431182,2.051100015640259,-0.5235999822616577,0.0122,-0.0107,0.3633,-3.092
1746616074.4312325,2.051100015640259,-0.5235999822616577,0.0122,-0.0107,0.3633,-3.092
1746616074.4314988,2.051100015640259,-0.5235999822616577,0.0153,-0.014,0.4463,-3.5073
1746616074.4832006,2.29830002784729,-0.5235999822616577,0.0153,-0.014,0.4463,-3.5073
1746616074.4832532,2.29830002784729,-0.5109999775886536,0.0153,-0.014,0.4463,-3.5073
1746616074.4834197,2.29830002784729,-0.5109999775886536,0.0181,-0.0186,0.5333,-3.8432
1746616074.5313103,2.5680999755859375,-0.5109999775886536,0.0181,-0.0186,0.5333,-3.8432
1746616074.5313692,2.5680999755859375,-0.43140000104904175,0.0181,-0.0186,0.5333,-3.8432
1746616074.531559,2.5680999755859375,-0.43140000104904175,0.0191,-0.0224,0.6111,-3.5706
1746616074.5793908,2.5680999755859375,-0.3569999933242798,0.0191,-0.0224,0.6111,-3.5706
1746616074.5795128,2.8159000873565674,-0.3569999933242798,0.0191,-0.0224,0.6111,-3.5706
1746616074.5795958,2.8159000873565674,-0.3569999933242798,0.0191,-0.0252,0.672,-3.1867
1746616074.6276193,3.0664000511169434,-0.3569999933242798,0.0191,-0.0252,0.672,-3.1867
1746616074.6277118,3.0664000511169434,-0.28290000557899475,0.0191,-0.0252,0.672,-3.1867
1746616074.6280043,3.0664000511169434,-0.28290000557899475,0.0184,-0.0271,0.7226,-2.7025
1746616074.6795454,3.3178000450134277,-0.28290000557899475,0.0184,-0.0271,0.7226,-2.7025
1746616074.6796324,3.3178000450134277,-0.20479999482631683,0.0184,-0.0271,0.7226,-2.7025
1746616074.6799052,3.3178000450134277,-0.20479999482631683,0.0169,-0.0277,0.7621,-2.1097
1746616074.735575,3.58489990234375,-0.20479999482631683,0.0169,-0.0277,0.7621,-2.1097
1746616074.7356641,3.58489990234375,-0.12309999763965607,0.0169,-0.0277,0.7621,-2.1097
1746616074.7359462,3.58489990234375,-0.12309999763965607,0.0147,-0.0263,0.7907,-1.3866
1746616074.7875087,3.2736001014709473,-0.12309999763965607,0.0147,-0.0263,0.7907,-1.3866
1746616074.787594,3.2736001014709473,-0.03370000049471855,0.0147,-0.0263,0.7907,-1.3866
1746616074.7878795,3.2736001014709473,-0.03370000049471855,0.0069,-0.0245,0.8053,-0.357
1746616074.8435147,2.9379000663757324,-0.03370000049471855,0.0069,-0.0245,0.8053,-0.357
1746616074.843606,2.9379000663757324,0.0,0.0069,-0.0245,0.8053,-0.357
1746616074.843886,2.9379000663757324,0.0,-0.0003,-0.0223,0.8065,0.0091
1746616074.89557,2.606100082397461,0.0,-0.0003,-0.0223,0.8065,0.0091
1746616074.8956594,2.606100082397461,0.0,-0.0003,-0.0223,0.8065,0.0091
1746616074.8959465,2.606100082397461,0.0,-0.0055,-0.0211,0.8065,0.0071
1746616074.9475756,2.606100082397461,0.0,-0.0055,-0.0211,0.8065,0.0071
1746616074.947771,2.291300058364868,0.0,-0.0055,-0.0211,0.8065,0.0071
1746616074.9479196,2.291300058364868,0.0,-0.0093,-0.0201,0.8064,0.0055
1746616074.9955168,1.986899971961975,0.0,-0.0093,-0.0201,0.8064,0.0055
1746616074.9955993,1.986899971961975,0.0,-0.0093,-0.0201,0.8064,0.0055
1746616074.9958708,1.986899971961975,0.0,-0.0122,-0.0194,0.8064,0.0043
1746616075.0515358,1.6811000108718872,0.0,-0.0122,-0.0194,0.8064,0.0043
1746616075.0516179,1.6811000108718872,0.0,-0.0122,-0.0194,0.8064,0.0043
1746616075.0518882,1.6811000108718872,0.0,-0.0145,-0.0188,0.8063,0.0034
1746616075.1035595,1.3623000383377075,0.0,-0.0145,-0.0188,0.8063,0.0034
1746616075.1036525,1.3623000383377075,0.0,-0.0145,-0.0188,0.8063,0.0034
1746616075.1039433,1.3623000383377075,0.0,-0.0164,-0.0184,0.8063,0.0026
1746616075.155605,1.09660005569458,0.0,-0.0164,-0.0184,0.8063,0.0026
1746616075.1556933,1.09660005569458,0.0,-0.0164,-0.0184,0.8063,0.0026
1746616075.155981,1.09660005569458,0.0,-0.0178,-0.018,0.8063,0.0019
1746616075.2115324,1.3550000190734863,0.0,-0.0178,-0.018,0.8063,0.0019
1746616075.2116158,1.3550000190734863,0.0,-0.0178,-0.018,0.8063,0.0019
1746616075.2118826,1.3550000190734863,0.0,-0.015,-0.0149,0.8063,0.0002
1746616075.2596672,1.628999948501587,0.0,-0.015,-0.0149,0.8063,0.0002
1746616075.259747,1.628999948501587,0.0,-0.015,-0.0149,0.8063,0.0002
1746616075.260007,1.628999948501587,0.0,-0.012,-0.0118,0.8064,0.0002
1746616075.311575,1.874500036239624,0.0,-0.012,-0.0118,0.8064,0.0002
1746616075.3116584,1.874500036239624,0.0,-0.012,-0.0118,0.8064,0.0002
1746616075.3119552,1.874500036239624,0.0,-0.01,-0.0097,0.8064,0.0002
1746616075.3635328,2.1214001178741455,0.0,-0.01,-0.0097,0.8064,0.0002
1746616075.3636203,2.1214001178741455,0.0,-0.01,-0.0097,0.8064,0.0002
1746616075.3639069,2.1214001178741455,0.0,-0.0083,-0.008,0.8065,0.0001
1746616075.4156084,2.3649001121520996,0.0,-0.0083,-0.008,0.8065,0.0001
1746616075.4156888,2.3649001121520996,0.0,-0.0083,-0.008,0.8065,0.0001
1746616075.4159584,2.3649001121520996,0.0,-0.007,-0.0066,0.8065,0.0001
1746616075.4675555,2.6089000701904297,0.0,-0.007,-0.0066,0.8065,0.0001
1746616075.4676485,2.6089000701904297,0.03280000016093254,-0.007,-0.0066,0.8065,0.0001
1746616075.4679163,2.6089000701904297,0.03280000016093254,-0.0063,-0.0051,0.8058,0.2377
1746616075.5234053,2.8405001163482666,0.03280000016093254,-0.0063,-0.0051,0.8058,0.2377
1746616075.5234787,2.8405001163482666,0.11420000344514847,-0.0063,-0.0051,0.8058,0.2377
1746616075.5237157,2.8405001163482666,0.11420000344514847,-0.0076,-0.0018,0.7965,0.9644
1746616075.5756352,3.07069993019104,0.11420000344514847,-0.0076,-0.0018,0.7965,0.9644
1746616075.575725,3.07069993019104,0.20409999787807465,-0.0076,-0.0018,0.7965,0.9644
1746616075.575994,3.07069993019104,0.20409999787807465,-0.0108,0.0029,0.7717,1.7993
1746616075.6275702,3.282900094985962,0.20409999787807465,-0.0108,0.0029,0.7717,1.7993
1746616075.6276605,3.282900094985962,0.2881999909877777,-0.0108,0.0029,0.7717,1.7993
1746616075.6279514,3.282900094985962,0.2881999909877777,-0.0151,0.0072,0.7346,2.3072
1746616075.67957,3.496999979019165,0.2881999909877777,-0.0151,0.0072,0.7346,2.3072
1746616075.679652,3.496999979019165,0.31380000710487366,-0.0151,0.0072,0.7346,2.3072
1746616075.6799247,3.496999979019165,0.31380000710487366,-0.019,0.0101,0.6934,2.3437
1746616075.7275774,3.7054998874664307,0.31380000710487366,-0.019,0.0101,0.6934,2.3437
1746616075.7276607,3.7054998874664307,0.2337999939918518,-0.019,0.0101,0.6934,2.3437
1746616075.7279224,3.7054998874664307,0.2337999939918518,-0.0232,0.0123,0.648,2.4768
1746616075.783463,3.9321000576019287,0.2337999939918518,-0.0232,0.0123,0.648,2.4768
1746616075.7835574,3.9321000576019287,0.15479999780654907,-0.0232,0.0123,0.648,2.4768
1746616075.783855,3.9321000576019287,0.15479999780654907,-0.0258,0.0128,0.6034,1.9043
1746616075.8354166,4.1855998039245605,0.15479999780654907,-0.0258,0.0128,0.6034,1.9043
1746616075.8354976,4.1855998039245605,0.06909999996423721,-0.0258,0.0128,0.6034,1.9043
1746616075.8357594,4.1855998039245605,0.06909999996423721,-0.0241,0.011,0.5721,0.9343
1746616075.8873816,4.416900157928467,0.06909999996423721,-0.0241,0.011,0.5721,0.9343
1746616075.8874645,4.416900157928467,0.0,-0.0241,0.011,0.5721,0.9343
1746616075.8877032,4.416900157928467,0.0,-0.0191,0.0077,0.5632,0.0035
1746616075.9353774,4.416900157928467,0.0,-0.0191,0.0077,0.5632,0.0035
1746616075.93552,4.620100021362305,0.0,-0.0191,0.0077,0.5632,0.0035
1746616075.935609,4.620100021362305,0.0,-0.0154,0.0055,0.5632,-0.0019
1746616075.987301,4.820700168609619,0.0,-0.0154,0.0055,0.5632,-0.0019
1746616075.9873524,4.820700168609619,0.0,-0.0154,0.0055,0.5632,-0.0019
1746616075.987517,4.820700168609619,0.0,-0.0126,0.0038,0.5633,-0.0015
1746616076.0394013,5.03879976272583,0.0,-0.0126,0.0038,0.5633,-0.0015
1746616076.0394533,5.03879976272583,0.0,-0.0126,0.0038,0.5633,-0.0015
1746616076.0396328,5.03879976272583,0.0,-0.0101,0.0023,0.5633,-0.0014
1746616076.0913472,5.03879976272583,0.0,-0.0101,0.0023,0.5633,-0.0014
1746616076.0914788,5.23769998550415,0.0,-0.0101,0.0023,0.5633,-0.0014
1746616076.091565,5.23769998550415,0.0,-0.0084,0.0013,0.5634,-0.0009
1746616076.1432736,5.23769998550415,0.0,-0.0084,0.0013,0.5634,-0.0009
1746616076.143395,5.4496002197265625,0.0,-0.0084,0.0013,0.5634,-0.0009
1746616076.1434798,5.4496002197265625,0.0,-0.0069,0.0004,0.5634,-0.0007
1746616076.1953244,5.4496002197265625,0.0,-0.0069,0.0004,0.5634,-0.0007
1746616076.195454,5.646900177001953,0.0,-0.0069,0.0004,0.5634,-0.0007
1746616076.1955442,5.646900177001953,0.0,-0.0058,-0.0003,0.5634,-0.0006
1746616076.2473855,5.646900177001953,0.0,-0.0058,-0.0003,0.5634,-0.0006
1746616076.2475135,5.8414998054504395,0.0,-0.0058,-0.0003,0.5634,-0.0006
1746616076.2476006,5.8414998054504395,0.0,-0.005,-0.0008,0.5634,-0.0005
1746616076.3033369,6.040800094604492,0.0,-0.005,-0.0008,0.5634,-0.0005
1746616076.3033848,6.040800094604492,0.0,-0.005,-0.0008,0.5634,-0.0005
1746616076.3035436,6.040800094604492,0.0,-0.0043,-0.0012,0.5634,-0.0004
1746616076.3552942,6.040800094604492,-0.08699999749660492,-0.0043,-0.0012,0.5634,-0.0004
1746616076.3554244,6.2266998291015625,-0.08699999749660492,-0.0043,-0.0012,0.5634,-0.0004
1746616076.3555117,6.2266998291015625,-0.08699999749660492,0.0005,-0.0046,0.5759,-0.9727
1746616076.4113584,6.399099826812744,-0.08699999749660492,0.0005,-0.0046,0.5759,-0.9727
1746616076.4114158,6.399099826812744,-0.16779999434947968,0.0005,-0.0046,0.5759,-0.9727
1746616076.4116118,6.399099826812744,-0.16779999434947968,0.0059,-0.0089,0.5991,-1.1503
1746616076.4594092,6.399099826812744,-0.2531999945640564,0.0059,-0.0089,0.5991,-1.1503
1746616076.4595375,6.574100017547607,-0.2531999945640564,0.0059,-0.0089,0.5991,-1.1503
1746616076.4596322,6.574100017547607,-0.2531999945640564,0.0098,-0.0125,0.6226,-1.0709
1746616076.51147,6.574100017547607,-0.3314000070095062,0.0098,-0.0125,0.6226,-1.0709
1746616076.5116026,6.722700119018555,-0.3314000070095062,0.0098,-0.0125,0.6226,-1.0709
1746616076.5116928,6.722700119018555,-0.3314000070095062,0.0124,-0.0155,0.6431,-1.0566
1746616076.567476,6.722700119018555,-0.412200003862381,0.0124,-0.0155,0.6431,-1.0566
1746616076.5676167,6.863900184631348,-0.412200003862381,0.0124,-0.0155,0.6431,-1.0566
1746616076.5677094,6.863900184631348,-0.412200003862381,0.0145,-0.0183,0.6639,-1.0613
1746616076.6196535,6.863900184631348,-0.5034000277519226,0.0145,-0.0183,0.6639,-1.0613
1746616076.6197934,7.009399890899658,-0.5034000277519226,0.0145,-0.0183,0.6639,-1.0613
1746616076.6198864,7.009399890899658,-0.5034000277519226,0.0161,-0.0212,0.6867,-1.0824
1746616076.6755838,6.860599994659424,-0.5034000277519226,0.0161,-0.0212,0.6867,-1.0824
1746616076.6756363,6.860599994659424,-0.5235999822616577,0.0161,-0.0212,0.6867,-1.0824
1746616076.6758232,6.860599994659424,-0.5235999822616577,0.0148,-0.0241,0.7047,-0.7021
1746616076.723562,6.860599994659424,-0.5235999822616577,0.0148,-0.0241,0.7047,-0.7021
1746616076.7236881,6.400700092315674,-0.5235999822616577,0.0148,-0.0241,0.7047,-0.7021
1746616076.7237742,6.400700092315674,-0.5235999822616577,0.0085,-0.0264,0.715,-0.4391
1746616076.7756097,6.400700092315674,-0.45410001277923584,0.0085,-0.0264,0.715,-0.4391
1746616076.7757428,5.985799789428711,-0.45410001277923584,0.0085,-0.0264,0.715,-0.4391
1746616076.7758362,5.985799789428711,-0.45410001277923584,0.0036,-0.0276,0.7224,-0.4356
1746616076.8276575,5.575799942016602,-0.45410001277923584,0.0036,-0.0276,0.7224,-0.4356
1746616076.8277504,5.575799942016602,-0.374099999666214,0.0036,-0.0276,0.7224,-0.4356
1746616076.828052,5.575799942016602,-0.374099999666214,-0.0002,-0.0286,0.7309,-0.525
1746616076.879604,5.158100128173828,-0.374099999666214,-0.0002,-0.0286,0.7309,-0.525
1746616076.8796887,5.158100128173828,-0.28940001130104065,-0.0002,-0.0286,0.7309,-0.525
1746616076.8799582,5.158100128173828,-0.28940001130104065,-0.0031,-0.0296,0.7416,-0.652
1746616076.931569,4.788099765777588,-0.28940001130104065,-0.0031,-0.0296,0.7416,-0.652
1746616076.9316525,4.788099765777588,-0.210999995470047,-0.0031,-0.0296,0.7416,-0.652
1746616076.9319203,4.788099765777588,-0.210999995470047,-0.005,-0.0306,0.7536,-0.7852
1746616076.9835317,4.432600021362305,-0.210999995470047,-0.005,-0.0306,0.7536,-0.7852
1746616076.9835908,4.432600021362305,-0.13220000267028809,-0.005,-0.0306,0.7536,-0.7852
1746616076.983763,4.432600021362305,-0.13220000267028809,-0.0062,-0.0318,0.7679,-1.0687
1746616077.0355415,4.091100215911865,-0.13220000267028809,-0.0062,-0.0318,0.7679,-1.0687
1746616077.0356052,4.091100215911865,-0.04879999905824661,-0.0062,-0.0318,0.7679,-1.0687
1746616077.035811,4.091100215911865,-0.04879999905824661,-0.0078,-0.0321,0.7858,-0.6518
1746616077.0914824,3.7451999187469482,-0.04879999905824661,-0.0078,-0.0321,0.7858,-0.6518
1746616077.0915349,3.7451999187469482,0.0,-0.0078,-0.0321,0.7858,-0.6518
1746616077.0917127,3.7451999187469482,0.0,-0.0116,-0.0282,0.7891,0.0073
1746616077.1435158,3.7451999187469482,0.0,-0.0116,-0.0282,0.7891,0.0073
1746616077.143722,3.3886001110076904,0.0,-0.0116,-0.0282,0.7891,0.0073
1746616077.14385,3.3886001110076904,0.0,-0.0141,-0.0257,0.7891,0.006
1746616077.1915557,3.5655999183654785,0.0,-0.0141,-0.0257,0.7891,0.006
1746616077.1916199,3.5655999183654785,0.0,-0.0141,-0.0257,0.7891,0.006
1746616077.191835,3.5655999183654785,0.0,-0.0126,-0.0214,0.7892,0.0009
1746616077.2435918,3.7857000827789307,0.0,-0.0126,-0.0214,0.7892,0.0009
1746616077.2436435,3.7857000827789307,0.0,-0.0126,-0.0214,0.7892,0.0009
1746616077.2438116,3.7857000827789307,0.0,-0.0104,-0.0172,0.7893,0.0007
1746616077.2955086,4.006400108337402,0.0,-0.0104,-0.0172,0.7893,0.0007
1746616077.295603,4.006400108337402,0.01850000023841858,-0.0104,-0.0172,0.7893,0.0007
1746616077.2957804,4.006400108337402,0.01850000023841858,-0.0088,-0.0137,0.789,0.1727
1746616077.3475535,4.212299823760986,0.01850000023841858,-0.0088,-0.0137,0.789,0.1727
1746616077.3476095,4.212299823760986,0.10159999877214432,-0.0088,-0.0137,0.789,0.1727
1746616077.347789,4.212299823760986,0.10159999877214432,-0.0103,-0.0075,0.778,1.1192
1746616077.3995051,4.212299823760986,0.18060000240802765,-0.0103,-0.0075,0.778,1.1192
1746616077.3996453,4.398099899291992,0.18060000240802765,-0.0103,-0.0075,0.778,1.1192
1746616077.399737,4.398099899291992,0.18060000240802765,-0.0134,-0.0013,0.7553,1.6348
1746616077.4516752,4.398099899291992,0.26510000228881836,-0.0134,-0.0013,0.7553,1.6348
1746616077.451985,4.6092000007629395,0.26510000228881836,-0.0134,-0.0013,0.7553,1.6348
1746616077.4521737,4.6092000007629395,0.26510000228881836,-0.0166,0.0039,0.725,1.6312
1746616077.5075543,4.797500133514404,0.26510000228881836,-0.0166,0.0039,0.725,1.6312
1746616077.5076265,4.797500133514404,0.34529998898506165,-0.0166,0.0039,0.725,1.6312
1746616077.5078883,4.797500133514404,0.34529998898506165,-0.0192,0.0072,0.6965,1.5571
1746616077.5595243,4.611400127410889,0.34529998898506165,-0.0192,0.0072,0.6965,1.5571
1746616077.5595891,4.611400127410889,0.4311999976634979,-0.0192,0.0072,0.6965,1.5571
1746616077.5598037,4.611400127410889,0.4311999976634979,-0.0225,0.0063,0.669,1.0845
1746616077.6115115,4.196599960327148,0.4311999976634979,-0.0225,0.0063,0.669,1.0845
1746616077.6115632,4.196599960327148,0.5163999795913696,-0.0225,0.0063,0.669,1.0845
1746616077.6117384,4.196599960327148,0.5163999795913696,-0.0253,0.0017,0.6501,0.8056
1746616077.6633909,3.8046998977661133,0.5163999795913696,-0.0253,0.0017,0.6501,0.8056
1746616077.6634421,3.8046998977661133,0.5235999822616577,-0.0253,0.0017,0.6501,0.8056
1746616077.6636097,3.8046998977661133,0.5235999822616577,-0.0265,-0.0025,0.6356,0.6907
1746616077.715429,3.4103000164031982,0.5235999822616577,-0.0265,-0.0025,0.6356,0.6907
1746616077.7154908,3.4103000164031982,0.5235999822616577,-0.0265,-0.0025,0.6356,0.6907
1746616077.715687,3.4103000164031982,0.5235999822616577,-0.0271,-0.0061,0.6219,0.6698
1746616077.7674737,3.0215001106262207,0.5235999822616577,-0.0271,-0.0061,0.6219,0.6698
1746616077.7675235,3.0215001106262207,0.5235999822616577,-0.0271,-0.0061,0.6219,0.6698
1746616077.7676854,3.0215001106262207,0.5235999822616577,-0.0273,-0.0091,0.6079,0.6939
1746616077.8194306,2.6315999031066895,0.5235999822616577,-0.0273,-0.0091,0.6079,0.6939
1746616077.8194935,2.6315999031066895,0.5235999822616577,-0.0273,-0.0091,0.6079,0.6939
1746616077.819699,2.6315999031066895,0.5235999822616577,-0.0272,-0.0117,0.5926,0.7451
1746616077.8715034,2.2625999450683594,0.5235999822616577,-0.0272,-0.0117,0.5926,0.7451
1746616077.8716729,2.2625999450683594,0.5235999822616577,-0.0272,-0.0117,0.5926,0.7451
1746616077.871906,2.2625999450683594,0.5235999822616577,-0.027,-0.0138,0.5764,0.8139
1746616077.9193482,1.8997999429702759,0.5235999822616577,-0.027,-0.0138,0.5764,0.8139
1746616077.9194257,1.8997999429702759,0.5235999822616577,-0.027,-0.0138,0.5764,0.8139
1746616077.919666,1.8997999429702759,0.5235999822616577,-0.0266,-0.0157,0.5583,0.9016
1746616077.9673336,1.5642000436782837,0.5235999822616577,-0.0266,-0.0157,0.5583,0.9016
1746616077.967423,1.5642000436782837,0.5235999822616577,-0.0266,-0.0157,0.5583,0.9016
1746616077.9677076,1.5642000436782837,0.5235999822616577,-0.026,-0.0173,0.5392,1.0036
1746616078.0246143,1.309999942779541,0.5235999822616577,-0.026,-0.0173,0.5392,1.0036
1746616078.0247073,1.309999942779541,0.5235999822616577,-0.026,-0.0173,0.5392,1.0036
1746616078.0249705,1.309999942779541,0.5235999822616577,-0.0253,-0.0185,0.5163,1.2665
1746616078.0754657,1.5148999691009521,0.5235999822616577,-0.0253,-0.0185,0.5163,1.2665
1746616078.0755548,1.5148999691009521,0.5235999822616577,-0.0253,-0.0185,0.5163,1.2665
1746616078.0758421,1.5148999691009521,0.5235999822616577,-0.0244,-0.0142,0.4741,2.2433
1746616078.1312392,1.7300000190734863,0.5235999822616577,-0.0244,-0.0142,0.4741,2.2433
1746616078.1313238,1.7300000190734863,0.5235999822616577,-0.0244,-0.0142,0.4741,2.2433
1746616078.1315923,1.7300000190734863,0.5235999822616577,-0.025,-0.011,0.4089,3.0
1746616078.1832297,1.9814000129699707,0.5235999822616577,-0.025,-0.011,0.4089,3.0
1746616078.1833177,1.9814000129699707,0.5235999822616577,-0.025,-0.011,0.4089,3.0
1746616078.183595,1.9814000129699707,0.5235999822616577,-0.0261,-0.0091,0.3284,3.4085
1746616078.235154,2.2146999835968018,0.5235999822616577,-0.0261,-0.0091,0.3284,3.4085
1746616078.2352376,2.2146999835968018,0.5235999822616577,-0.0261,-0.0091,0.3284,3.4085
1746616078.2355027,2.2146999835968018,0.5235999822616577,-0.0287,-0.0083,0.2404,3.7733
1746616078.2871728,2.4484000205993652,0.5235999822616577,-0.0287,-0.0083,0.2404,3.7733
1746616078.2872539,2.4484000205993652,0.5235999822616577,-0.0287,-0.0083,0.2404,3.7733
1746616078.2875276,2.4484000205993652,0.5235999822616577,-0.0322,-0.009,0.1389,3.9899
1746616078.3391352,2.6679999828338623,0.5235999822616577,-0.0322,-0.009,0.1389,3.9899
1746616078.3392189,2.6679999828338623,0.4884999990463257,-0.0322,-0.009,0.1389,3.9899
1746616078.3394961,2.6679999828338623,0.4884999990463257,-0.0354,-0.0111,0.0345,4.061
1746616078.391202,2.894399881362915,0.4884999990463257,-0.0354,-0.0111,0.0345,4.061
1746616078.3912838,2.894399881362915,0.4074999988079071,-0.0354,-0.0111,0.0345,4.061
1746616078.3915439,2.894399881362915,0.4074999988079071,-0.0375,-0.0141,-0.0723,4.1294
1746616078.4431834,3.14520001411438,0.4074999988079071,-0.0375,-0.0141,-0.0723,4.1294
1746616078.4432657,3.14520001411438,0.3237999975681305,-0.0375,-0.0141,-0.0723,4.1294
1746616078.44353,3.14520001411438,0.3237999975681305,-0.0374,-0.0172,-0.1802,4.1372
1746616078.4952085,3.3512001037597656,0.3237999975681305,-0.0374,-0.0172,-0.1802,4.1372
1746616078.4953003,3.3512001037597656,0.2409999966621399,-0.0374,-0.0172,-0.1802,4.1372
1746616078.4955866,3.3512001037597656,0.2409999966621399,-0.0349,-0.0202,-0.2923,4.6206
1746616078.5470455,3.024199962615967,0.2409999966621399,-0.0349,-0.0202,-0.2923,4.6206
1746616078.547122,3.024199962615967,0.16089999675750732,-0.0349,-0.0202,-0.2923,4.6206
1746616078.5473504,3.024199962615967,0.16089999675750732,-0.0305,-0.0264,-0.4007,4.5856
1746616078.5990539,2.5411999225616455,0.16089999675750732,-0.0305,-0.0264,-0.4007,4.5856
1746616078.5991392,2.5411999225616455,0.07980000227689743,-0.0305,-0.0264,-0.4007,4.5856
1746616078.5994208,2.5411999225616455,0.07980000227689743,-0.0249,-0.0332,-0.5101,5.034
1746616078.647142,2.5411999225616455,0.0,-0.0249,-0.0332,-0.5101,5.034
1746616078.6473339,1.9970999956130981,0.0,-0.0249,-0.0332,-0.5101,5.034
1746616078.647475,1.9970999956130981,0.0,-0.0183,-0.0386,-0.6236,5.5129
1746616078.6991987,1.4215999841690063,0.0,-0.0183,-0.0386,-0.6236,5.5129
1746616078.6992855,1.4215999841690063,0.0,-0.0183,-0.0386,-0.6236,5.5129
1746616078.6995628,1.4215999841690063,0.0,-0.0113,-0.0424,-0.7299,6.027
1746616078.7511456,0.7633000016212463,0.0,-0.0113,-0.0424,-0.7299,6.027
1746616078.751228,0.7633000016212463,0.0,-0.0113,-0.0424,-0.7299,6.027
1746616078.751487,0.7633000016212463,0.0,-0.0014,-0.0429,-0.827,6.358
1746616078.803046,0.5496000051498413,0.0,-0.0014,-0.0429,-0.827,6.358
1746616078.8031192,0.5496000051498413,0.0,-0.0014,-0.0429,-0.827,6.358
1746616078.8033445,0.5496000051498413,0.0,0.0027,-0.044,-0.8996,4.6472
1746616078.8550975,0.40540000796318054,0.0,0.0027,-0.044,-0.8996,4.6472
1746616078.8551745,0.40540000796318054,0.0,0.0027,-0.044,-0.8996,4.6472
1746616078.8554199,0.40540000796318054,0.0,0.0058,-0.0445,-0.9383,3.3957
1746616078.9031126,0.40540000796318054,0.0,0.0058,-0.0445,-0.9383,3.3957
1746616078.903277,0.2567000091075897,0.0,0.0058,-0.0445,-0.9383,3.3957
1746616078.9033694,0.2567000091075897,0.0,0.0093,-0.0424,-0.9598,2.1418
1746616078.9550855,0.11110000312328339,0.0,0.0093,-0.0424,-0.9598,2.1418
1746616078.9551718,0.11110000312328339,0.0,0.0093,-0.0424,-0.9598,2.1418
1746616078.9553907,0.11110000312328339,0.0,0.012,-0.0393,-0.9699,0.9307
1746616079.0070357,0.003700000001117587,0.0,0.012,-0.0393,-0.9699,0.9307
1746616079.007086,0.003700000001117587,0.0,0.012,-0.0393,-0.9699,0.9307
1746616079.0072486,0.003700000001117587,0.0,0.0131,-0.0371,-0.9705,-0.0116
1746616079.0550644,0.0031999999191612005,0.0,0.0131,-0.0371,-0.9705,-0.0116
1746616079.0551155,0.0031999999191612005,0.0,0.0131,-0.0371,-0.9705,-0.0116
1746616079.0552797,0.0031999999191612005,0.0,0.0135,-0.0304,-0.9707,-0.0092
1746616079.1030312,0.0024999999441206455,0.0,0.0135,-0.0304,-0.9707,-0.0092
1746616079.103083,0.0024999999441206455,0.0,0.0135,-0.0304,-0.9707,-0.0092
1746616079.1032562,0.0024999999441206455,0.0,0.0138,-0.0248,-0.9708,-0.007
1746616079.1551018,0.0019000000320374966,0.0,0.0138,-0.0248,-0.9708,-0.007
1746616079.1551924,0.0019000000320374966,0.0,0.0138,-0.0248,-0.9708,-0.007
1746616079.1554775,0.0019000000320374966,0.0,0.0141,-0.0203,-0.9709,-0.0054
1746616079.2069976,0.001500000013038516,0.0,0.0141,-0.0203,-0.9709,-0.0054
1746616079.2070765,0.001500000013038516,0.0,0.0141,-0.0203,-0.9709,-0.0054
1746616079.2073126,0.001500000013038516,0.0,0.0143,-0.0169,-0.9709,-0.0042
1746616079.2590258,0.0012000000569969416,0.0,0.0143,-0.0169,-0.9709,-0.0042
1746616079.2591105,0.0012000000569969416,0.0,0.0143,-0.0169,-0.9709,-0.0042
1746616079.2593868,0.0012000000569969416,0.0,0.0144,-0.0141,-0.971,-0.0032
1746616079.9910357,0.06300000101327896,0.0,0.0152,-0.0041,-0.971,-0.0001
1746616079.9911191,0.06300000101327896,0.0,0.0152,-0.0041,-0.971,-0.0001
1746616079.9913619,0.06300000101327896,0.0,0.0149,-0.004,-0.971,0.0
1746616080.0430384,0.33980000019073486,0.0,0.0149,-0.004,-0.971,0.0
1746616080.0431213,0.33980000019073486,0.0,0.0149,-0.004,-0.971,0.0
1746616080.0433807,0.33980000019073486,0.0,0.0124,-0.0033,-0.971,0.0
1746616080.0950973,0.6234999895095825,0.0,0.0124,-0.0033,-0.971,0.0
1746616080.0951679,0.6234999895095825,0.0,0.0124,-0.0033,-0.971,0.0
1746616080.0953903,0.6234999895095825,0.0,0.0102,-0.0027,-0.9711,0.0
1746616080.1470478,0.887499988079071,0.0,0.0102,-0.0027,-0.9711,0.0
1746616080.1471255,0.887499988079071,0.0,0.0102,-0.0027,-0.9711,0.0
1746616080.1473749,0.887499988079071,0.0,0.0087,-0.0023,-0.9711,0.0
